participant,Instrument,play,familiar,vivid,rumbling-low,soft-singing,watery-fluid,direct-loud,nasal-reedy,shrill-noisy,percussive,pure-clear,brassy-metallic,raspy-grainy,ringing-long_decay,sparkling-brilliant,airy-breathy,resonant-vibrant,hollow,woody,muted-veiled,sustained-even,open,focused-compact
34,vibraphone,No,Moderately familiar,17,1,5,6,2,1,2,5,4,4,1,7,6,2,7,1,1,4,4,5,2
38,vibraphone,Yes,Extremely familiar,19,1,7,7,1,1,1,5,7,7,1,7,5,1,6,2,1,4,6,5,5
42,vibraphone,No,Moderately familiar,17,1,6,7,1,1,1,5,2,1,1,6,4,4,5,6,3,5,1,6,2
44,vibraphone,No,Very familiar,18,2,2,3,3,2,1,7,5,6,1,7,5,1,7,3,1,7,7,7,5
46,vibraphone,No,Very familiar,17,3,3,1,5,1,1,7,7,7,1,7,5,1,7,5,1,3,5,5,1
47,vibraphone,No,Very familiar,19,2,7,5,4,1,1,4,6,6,1,7,4,6,6,6,2,4,7,7,3
52,vibraphone,No,Moderately familiar,17,1,6,6,3,1,1,6,3,5,1,6,4,2,6,1,1,2,6,3,3
60,vibraphone,No,Extremely familiar,18,1,1,7,1,3,3,7,6,6,1,1,6,1,5,7,4,5,2,6,5
64,vibraphone,No,Extremely familiar,19,1,7,3,1,1,1,7,7,5,1,7,4,3,5,4,1,3,6,4,7
66,vibraphone,No,Extremely familiar,19,1,3,2,4,1,1,7,7,6,1,7,1,1,7,1,1,3,7,7,5
67,vibraphone,No,Extremely familiar,19,1,4,6,3,1,1,7,5,6,1,7,6,1,6,4,1,1,6,7,5
69,vibraphone,No,Extremely familiar,19,1,4,5,4,1,2,4,7,7,1,7,5,1,7,3,1,1,5,7,5
70,vibraphone,No,Moderately familiar,16,1,4,2,1,3,1,5,5,4,1,5,5,4,6,5,4,5,2,5,3
73,vibraphone,No,Very familiar,18,1,3,2,4,2,1,4,3,4,1,5,4,2,4,3,1,3,2,1,3
80,vibraphone,Yes,Very familiar,18,1,6,5,4,1,2,3,6,7,1,6,6,1,6,3,1,4,6,5,5
83,vibraphone,No,Moderately familiar,17,3,6,3,2,2,1,1,7,6,2,6,7,4,7,6,2,6,6,5,3
87,vibraphone,Yes,Extremely familiar,19,1,5,4,1,1,1,7,7,5,1,7,6,6,7,4,1,5,4,7,1
90,vibraphone,No,Moderately familiar,17,1,5,5,3,1,2,4,4,5,1,7,6,2,7,3,1,2,2,6,1
95,vibraphone,No,Extremely familiar,19,1,4,5,1,1,1,6,5,6,1,7,2,1,7,3,4,1,1,7,3
101,vibraphone,No,Moderately familiar,18,4,5,3,3,1,1,7,6,3,1,5,1,1,6,5,5,5,3,6,1
109,vibraphone,No,Moderately familiar,18,1,3,3,2,4,1,7,5,4,1,6,3,3,7,2,6,2,3,5,4
110,vibraphone,No,Moderately familiar,17,1,6,3,5,1,4,6,5,5,1,6,5,1,6,5,1,2,6,6,3
111,vibraphone,No,Moderately familiar,17,1,5,4,4,1,2,5,5,4,1,6,6,2,5,5,1,5,3,2,3
113,vibraphone,Yes,Extremely familiar,19,1,5,7,1,1,1,6,2,5,1,6,7,6,7,6,1,2,2,7,2
122,vibraphone,No,Very familiar,18,2,5,4,3,2,5,7,5,6,1,7,5,4,7,1,1,5,5,5,5
133,vibraphone,No,Moderately familiar,19,1,4,1,4,1,1,2,7,6,1,7,6,1,7,6,1,1,7,7,6
140,vibraphone,No,Extremely familiar,17,1,5,7,1,1,1,7,7,4,1,6,3,2,6,4,1,6,6,4,4
141,vibraphone,No,Extremely familiar,18,1,5,6,1,2,2,4,4,5,2,5,6,4,4,4,2,5,6,5,2
142,vibraphone,No,Moderately familiar,16,1,6,4,1,1,1,2,4,5,1,5,1,1,3,3,1,6,4,5,3
143,vibraphone,No,Moderately familiar,18,5,7,7,1,1,1,7,6,7,3,6,5,2,6,5,1,5,5,2,3
146,vibraphone,No,Very familiar,18,1,7,1,2,1,1,6,7,1,1,6,6,1,3,1,3,5,5,6,2
149,vibraphone,No,Extremely familiar,19,3,5,6,1,1,1,6,7,7,1,6,5,1,6,1,2,5,7,5,7
152,vibraphone,Yes,Extremely familiar,19,1,4,5,2,1,1,6,6,1,1,7,7,2,4,1,1,2,5,6,4
154,vibraphone,No,Very familiar,16,5,6,6,5,1,2,5,4,5,1,7,5,2,7,2,1,2,6,6,3
159,vibraphone,No,Moderately familiar,17,1,7,7,1,1,1,5,7,5,1,7,4,1,7,5,1,4,4,5,4
161,vibraphone,No,Very familiar,19,5,3,1,4,1,1,7,7,1,2,5,3,2,7,7,7,2,4,7,7
185,vibraphone,No,Moderately familiar,17,1,3,2,4,1,4,6,6,6,1,6,6,1,6,2,1,1,7,6,6
186,vibraphone,No,Very familiar,17,1,6,5,3,3,3,4,5,5,1,4,6,2,6,2,2,5,6,5,4
192,vibraphone,No,Moderately familiar,17,2,6,6,3,1,1,6,5,5,1,7,4,5,6,5,2,5,7,5,3
194,vibraphone,No,Very familiar,18,1,2,6,1,1,1,7,7,7,1,7,7,1,7,1,1,1,7,6,6
205,vibraphone,Yes,Extremely familiar,19,1,6,5,4,1,2,3,7,3,1,7,3,1,7,3,1,2,7,5,4
217,vibraphone,No,Moderately familiar,18,2,5,6,5,1,1,5,7,1,1,7,5,1,7,1,3,1,1,6,1
219,vibraphone,No,Very familiar,18,1,5,4,4,1,1,4,6,2,1,5,3,1,6,2,1,4,6,6,6
220,vibraphone,No,Extremely familiar,19,1,2,7,1,1,1,5,2,6,1,6,4,1,7,1,1,2,2,2,2
221,vibraphone,No,Very familiar,18,1,5,2,1,1,1,4,2,6,1,7,5,3,6,5,1,5,7,5,2
227,vibraphone,No,Moderately familiar,18,1,6,5,1,1,1,5,3,1,1,6,2,4,7,7,5,5,4,5,1
229,vibraphone,No,Very familiar,17,5,5,6,3,3,3,5,4,6,3,7,4,5,5,5,4,5,2,5,4
230,vibraphone,No,Very familiar,18,2,4,5,1,2,1,5,5,6,1,6,5,6,6,5,3,4,6,6,4
235,vibraphone,Yes,Extremely familiar,19,2,6,5,5,1,2,4,7,5,1,7,3,3,7,2,1,2,7,7,3
236,vibraphone,No,Moderately familiar,17,1,6,3,1,1,1,4,3,2,1,6,3,1,7,5,1,1,4,5,3
239,vibraphone,No,Very familiar,17,1,6,3,1,1,1,5,7,3,1,4,2,5,2,5,1,3,6,6,1
240,vibraphone,No,Extremely familiar,19,1,4,7,3,1,1,4,3,5,3,4,4,5,3,5,1,5,4,4,4
5,marimba,Yes,Extremely familiar,19,4,3,1,1,1,1,3,4,1,1,3,2,1,7,1,6,1,1,2,1
6,marimba,No,Moderately familiar,17,3,6,3,2,1,2,5,4,1,1,4,2,1,3,4,5,4,1,5,5
7,marimba,Yes,Extremely familiar,19,4,6,6,1,1,1,5,5,1,1,4,1,1,7,1,7,1,7,6,3
12,marimba,Yes,Very familiar,18,5,1,2,1,1,1,6,6,4,1,1,2,1,5,5,7,7,5,7,4
27,marimba,No,Very familiar,18,2,3,1,1,1,1,1,5,1,1,4,3,1,5,5,5,2,3,5,3
28,marimba,No,Extremely familiar,19,1,5,1,1,1,2,7,7,1,1,6,5,1,6,7,7,5,4,5,5
30,marimba,No,Very familiar,18,4,5,5,1,2,1,5,5,2,1,5,4,2,5,5,6,5,5,5,4
35,marimba,No,Moderately familiar,17,3,4,1,3,1,1,4,6,1,1,7,7,1,7,1,5,2,2,6,2
38,marimba,Yes,Very familiar,19,5,7,1,1,1,1,3,4,1,1,2,1,2,4,7,7,6,1,2,4
44,marimba,No,Very familiar,18,5,3,3,4,1,1,7,5,1,1,4,5,1,7,7,7,2,6,7,5
46,marimba,No,Very familiar,17,1,3,3,5,1,1,7,7,1,1,3,5,2,5,5,7,1,3,1,5
48,marimba,Yes,Extremely familiar,19,4,6,3,5,1,1,7,7,1,1,4,2,4,7,3,7,1,5,7,3
52,marimba,No,Very familiar,18,6,5,3,5,1,2,7,6,1,1,5,3,2,6,1,7,4,4,4,4
58,marimba,No,Extremely familiar,19,1,5,1,1,1,1,7,4,1,1,1,1,1,6,6,7,1,1,4,6
62,marimba,No,Very familiar,18,3,1,1,2,1,1,7,2,1,3,1,1,1,2,4,6,4,1,1,2
63,marimba,No,Moderately familiar,16,6,4,5,5,1,1,7,4,1,1,1,1,7,1,7,6,5,1,5,3
67,marimba,No,Moderately familiar,19,4,5,6,1,1,1,5,6,1,1,5,1,1,7,7,7,6,4,1,5
70,marimba,No,Moderately familiar,18,1,2,1,1,1,1,6,6,1,1,2,2,6,4,5,6,5,1,7,5
71,marimba,No,Very familiar,19,2,2,1,3,1,2,6,4,1,1,4,2,2,5,5,6,2,2,3,5
72,marimba,No,Extremely familiar,19,1,1,2,5,1,7,7,7,1,1,4,1,1,1,7,7,1,6,1,1
74,marimba,No,Very familiar,19,3,6,5,3,1,1,3,6,1,1,6,1,5,5,6,7,5,6,6,1
75,marimba,Yes,Extremely familiar,19,2,4,3,5,5,6,7,6,1,2,2,4,5,5,5,7,5,4,4,7
80,marimba,Yes,Extremely familiar,19,4,2,1,4,2,2,6,4,1,1,3,1,3,3,6,7,6,3,6,5
81,marimba,No,Moderately familiar,18,2,2,1,3,1,1,7,4,1,1,5,4,1,5,6,6,1,2,5,3
88,marimba,No,Very familiar,18,1,3,3,1,1,1,7,3,1,1,7,2,1,6,5,7,3,3,6,5
89,marimba,No,Very familiar,18,2,2,3,4,4,2,7,5,1,1,3,1,1,5,4,7,2,2,2,4
90,marimba,No,Very familiar,17,2,6,5,2,2,2,4,5,1,1,3,4,5,6,6,7,4,2,6,5
92,marimba,No,Moderately familiar,16,3,5,3,2,1,2,3,6,2,1,5,3,2,6,5,4,3,5,6,4
93,marimba,Yes,Extremely familiar,19,1,5,1,2,1,1,3,5,1,1,4,1,1,6,5,5,3,1,4,4
98,marimba,No,Extremely familiar,19,2,1,1,4,2,2,6,6,1,1,1,2,2,3,6,7,2,2,5,5
101,marimba,No,Very familiar,19,1,4,4,1,1,3,7,4,1,1,2,1,6,4,7,7,6,4,6,4
104,marimba,No,Very familiar,18,2,6,3,2,2,2,6,5,2,1,3,3,4,5,5,6,4,2,4,6
112,marimba,No,Moderately familiar,16,4,6,6,4,1,1,7,6,1,3,3,3,1,5,7,7,4,2,6,3
127,marimba,No,Moderately familiar,16,2,3,4,1,2,2,3,3,2,1,5,3,5,5,3,4,3,2,4,2
134,marimba,No,Extremely familiar,19,2,2,4,2,1,1,7,5,1,1,1,1,5,4,7,7,5,1,3,7
141,marimba,No,Extremely familiar,19,3,5,3,2,1,2,5,5,1,1,4,2,6,5,6,7,2,6,6,2
158,marimba,No,Extremely familiar,19,1,6,4,2,1,1,5,7,1,1,5,5,4,6,6,6,4,2,3,5
159,marimba,No,Very familiar,19,7,7,7,1,1,1,4,4,1,1,4,1,1,6,7,7,7,5,2,3
160,marimba,Yes,Extremely familiar,19,5,5,1,6,1,2,7,4,1,2,2,3,1,5,6,5,4,3,3,4
161,marimba,No,Very familiar,18,6,2,2,4,1,2,7,5,1,2,5,2,2,7,6,7,1,4,5,6
163,marimba,No,Extremely familiar,18,1,6,5,3,1,1,7,7,1,1,1,7,1,3,2,4,3,6,6,6
165,marimba,Yes,Extremely familiar,19,5,7,6,2,1,1,7,7,1,1,7,4,5,7,4,7,3,2,7,7
173,marimba,No,Extremely familiar,19,2,3,1,2,3,1,6,2,1,2,3,3,3,5,6,6,2,1,4,3
180,marimba,No,Moderately familiar,17,2,1,2,5,2,1,7,6,3,1,6,1,2,6,1,7,1,1,4,6
184,marimba,No,Extremely familiar,19,5,7,6,3,2,1,5,5,2,1,5,3,5,7,6,7,6,2,6,5
188,marimba,No,Moderately familiar,17,3,4,3,2,3,1,7,6,1,2,3,3,4,5,5,6,5,6,4,5
192,marimba,Yes,Very familiar,18,4,6,6,3,2,2,7,5,2,1,5,3,3,5,5,6,5,6,5,3
209,marimba,No,Moderately familiar,18,1,1,3,1,1,1,6,3,3,1,6,5,5,4,4,3,1,2,4,3
213,marimba,Yes,Very familiar,19,2,2,1,2,1,2,7,3,1,1,2,1,6,2,7,7,1,1,7,2
215,marimba,No,Moderately familiar,16,5,2,2,7,1,2,7,2,2,2,7,2,3,7,7,7,4,4,6,3
221,marimba,No,Extremely familiar,19,6,5,5,2,2,2,5,5,2,2,2,1,6,7,7,6,6,7,5,3
225,marimba,No,Moderately familiar,17,3,6,4,2,1,1,5,5,1,3,4,4,2,5,7,6,6,4,6,3
228,marimba,No,Moderately familiar,16,5,2,1,3,5,1,7,5,1,1,1,1,1,5,6,7,4,1,7,4
232,marimba,No,Extremely familiar,19,3,6,4,3,1,1,7,5,1,1,5,4,5,7,2,4,5,3,5,3
234,marimba,No,Very familiar,17,2,6,3,3,2,1,5,5,1,1,2,2,1,5,6,7,4,1,1,4
236,marimba,No,Moderately familiar,17,1,4,5,2,1,1,5,3,1,1,6,1,1,7,4,5,2,5,4,3
238,marimba,No,Moderately familiar,17,6,5,7,1,4,4,6,5,4,1,2,3,3,6,6,5,5,2,3,5
239,marimba,No,Moderately familiar,17,1,6,2,1,1,2,7,1,1,1,3,1,7,1,6,5,5,4,2,2
240,marimba,No,Extremely familiar,19,1,4,4,7,1,3,6,7,1,1,3,7,1,5,3,6,2,5,5,4
6,crash-cymbals,No,Very familiar,19,1,1,4,7,3,7,7,3,6,1,7,7,3,6,4,1,1,5,6,3
8,crash-cymbals,No,Extremely familiar,19,1,1,1,7,1,7,7,7,7,1,7,7,1,7,1,1,1,1,7,7
11,crash-cymbals,Yes,Extremely familiar,19,5,1,1,7,1,2,7,1,3,1,7,3,2,5,5,1,1,1,2,1
12,crash-cymbals,Yes,Very familiar,19,1,1,1,7,1,7,1,5,1,1,6,7,2,1,1,1,1,3,1,2
13,crash-cymbals,No,Very familiar,19,1,1,1,5,1,7,7,7,7,1,7,7,1,7,1,1,1,2,6,6
17,crash-cymbals,No,Moderately familiar,16,3,1,4,7,3,2,4,3,6,2,7,7,1,7,3,1,1,6,7,1
18,crash-cymbals,Yes,Extremely familiar,19,1,1,1,7,1,1,7,3,6,1,5,6,1,5,1,1,1,2,4,6
21,crash-cymbals,No,Very familiar,19,1,1,1,7,1,1,3,2,6,1,7,7,1,7,1,1,1,1,7,1
25,crash-cymbals,No,Extremely familiar,19,1,1,1,7,1,7,7,3,6,1,5,4,1,1,1,1,4,1,5,2
32,crash-cymbals,No,Extremely familiar,19,3,1,3,7,2,6,4,5,7,1,7,5,1,7,1,1,2,5,2,1
37,crash-cymbals,No,Moderately familiar,18,7,1,1,7,1,7,7,3,7,4,6,4,1,2,1,1,1,2,3,5
41,crash-cymbals,No,Very familiar,18,6,1,1,7,1,5,7,5,5,1,7,6,1,6,1,1,1,2,5,3
43,crash-cymbals,No,Very familiar,18,1,1,1,7,1,7,7,1,7,2,7,6,1,5,1,1,1,1,5,1
44,crash-cymbals,Yes,Very familiar,18,3,1,1,7,1,7,5,4,5,1,7,7,1,6,3,1,1,3,5,3
45,crash-cymbals,No,Very familiar,18,4,1,1,7,2,7,5,5,6,2,6,5,1,6,1,1,1,3,4,2
50,crash-cymbals,No,Extremely familiar,19,3,1,1,7,1,7,7,2,7,1,7,1,1,1,4,1,1,1,6,2
52,crash-cymbals,No,Extremely familiar,19,4,1,4,5,4,1,3,1,7,3,7,7,1,5,1,1,1,1,5,2
55,crash-cymbals,No,Moderately familiar,17,1,1,2,7,1,5,7,3,7,1,7,7,1,5,2,1,1,3,3,3
58,crash-cymbals,No,Extremely familiar,19,1,1,1,7,1,7,7,5,7,1,7,7,1,6,1,1,1,1,5,1
59,crash-cymbals,No,Moderately familiar,18,1,1,1,7,1,5,7,2,6,1,5,6,1,4,5,1,1,1,5,4
66,crash-cymbals,No,Extremely familiar,19,1,1,1,7,1,7,7,7,7,1,7,7,1,7,1,1,1,7,7,1
70,crash-cymbals,No,Very familiar,18,1,1,1,6,3,3,5,2,7,1,6,6,1,6,3,1,1,2,4,4
73,crash-cymbals,No,Very familiar,18,1,3,2,7,1,5,5,3,6,2,5,5,1,6,3,1,1,1,2,3
74,crash-cymbals,No,Extremely familiar,19,2,1,1,6,2,6,7,5,7,2,5,5,1,7,1,1,1,1,4,6
79,crash-cymbals,No,Extremely familiar,19,1,1,1,7,1,7,7,2,7,1,7,7,1,7,1,1,1,1,7,2
81,crash-cymbals,No,Extremely familiar,19,1,1,1,7,1,7,7,1,7,1,7,5,1,5,1,1,1,1,1,1
83,crash-cymbals,Yes,Extremely familiar,19,1,1,1,7,1,7,5,4,7,1,6,7,7,7,1,1,1,4,7,5
85,crash-cymbals,No,Very familiar,18,1,1,4,6,2,7,7,1,7,2,7,7,4,7,1,1,1,1,5,1
86,crash-cymbals,No,Very familiar,18,1,1,1,7,2,7,7,1,7,3,7,7,1,7,1,1,1,2,3,1
87,crash-cymbals,Yes,Extremely familiar,19,1,1,1,7,1,5,7,1,7,1,7,6,1,4,1,1,1,1,4,1
91,crash-cymbals,No,Moderately familiar,18,1,1,1,7,1,6,7,4,7,1,7,6,1,6,4,1,1,5,4,4
92,crash-cymbals,No,Moderately familiar,18,2,1,1,7,1,7,7,6,7,1,7,6,1,7,1,1,1,5,6,6
94,crash-cymbals,No,Very familiar,17,1,1,1,7,1,7,7,1,7,1,7,1,1,1,1,1,1,4,1,1
96,crash-cymbals,No,Extremely familiar,19,1,1,1,7,1,7,7,3,6,1,7,7,1,2,2,1,1,1,7,1
97,crash-cymbals,No,Moderately familiar,18,2,1,2,5,1,5,6,1,7,1,6,3,2,6,1,1,1,4,3,3
99,crash-cymbals,No,Very familiar,17,1,1,1,7,1,5,7,1,7,1,6,1,1,1,2,1,1,1,1,1
105,crash-cymbals,No,Moderately familiar,18,5,2,4,7,1,7,6,5,6,1,5,5,1,4,5,1,1,1,3,3
107,crash-cymbals,No,Moderately familiar,18,1,2,2,5,1,7,7,6,7,2,6,7,6,4,1,1,1,3,6,4
109,crash-cymbals,No,Moderately familiar,19,1,1,1,5,1,7,6,3,6,1,5,6,1,4,1,1,1,3,5,3
111,crash-cymbals,No,Extremely familiar,18,6,1,1,7,1,7,7,5,7,1,6,6,1,4,5,1,1,3,3,5
112,crash-cymbals,No,Moderately familiar,16,1,1,1,7,1,7,7,2,7,4,7,6,1,3,2,1,1,1,5,1
113,crash-cymbals,Yes,Extremely familiar,19,1,1,4,7,1,7,7,1,7,6,6,6,1,5,1,1,1,1,4,1
116,crash-cymbals,No,Very familiar,19,1,1,1,7,3,7,7,4,7,2,7,7,2,7,2,1,1,2,6,2
118,crash-cymbals,No,Very familiar,16,1,1,1,7,1,7,5,1,7,1,7,7,2,7,2,1,1,2,3,2
119,crash-cymbals,No,Extremely familiar,19,2,1,1,6,1,6,7,4,7,1,5,5,1,6,1,1,1,1,5,3
122,crash-cymbals,No,Moderately familiar,17,3,1,1,7,1,7,7,1,7,1,7,5,1,5,1,1,1,1,6,1
136,crash-cymbals,No,Extremely familiar,18,5,1,1,7,1,7,7,2,7,5,7,5,1,7,1,1,5,1,5,2
140,crash-cymbals,No,Extremely familiar,19,1,1,1,7,1,7,7,4,7,1,7,7,1,7,1,1,1,5,7,1
148,crash-cymbals,Yes,Very familiar,17,3,2,1,6,2,6,7,1,7,4,7,7,2,6,1,1,2,4,7,1
149,crash-cymbals,No,Extremely familiar,18,2,1,4,4,3,7,7,1,7,3,2,6,4,4,6,1,2,2,6,2
160,crash-cymbals,Yes,Extremely familiar,19,1,1,1,7,1,7,7,2,7,1,6,5,1,7,1,1,1,4,2,3
165,crash-cymbals,Yes,Extremely familiar,19,1,1,7,7,5,7,6,2,7,7,7,7,7,7,7,1,1,2,7,3
167,crash-cymbals,No,Very familiar,18,2,1,1,7,3,7,7,2,7,6,6,2,1,6,1,1,1,1,6,1
173,crash-cymbals,No,Moderately familiar,18,2,2,2,5,1,5,6,1,7,4,7,6,4,5,2,1,2,3,4,1
184,crash-cymbals,No,Extremely familiar,19,2,2,2,7,1,7,5,2,7,5,7,7,5,6,3,1,4,1,7,1
185,crash-cymbals,No,Very familiar,18,1,1,1,7,1,7,7,6,7,1,6,5,1,6,5,1,1,6,6,6
187,crash-cymbals,No,Extremely familiar,19,2,2,4,7,1,7,7,2,6,5,7,6,3,1,2,1,5,6,5,2
188,crash-cymbals,No,Very familiar,17,2,1,2,6,2,6,7,2,6,5,6,6,1,5,1,2,1,3,4,5
189,crash-cymbals,No,Extremely familiar,19,1,1,1,7,3,7,7,7,7,1,7,7,1,5,4,1,1,1,3,5
190,crash-cymbals,No,Very familiar,18,2,1,1,6,1,5,7,4,6,1,7,5,1,5,2,1,1,1,5,3
191,crash-cymbals,No,Extremely familiar,19,2,3,5,6,6,6,6,5,5,5,6,6,6,4,5,2,3,4,6,4
201,crash-cymbals,No,Very familiar,19,1,1,1,7,1,7,7,4,7,1,7,7,1,7,1,1,1,1,1,5
203,crash-cymbals,Yes,Extremely familiar,19,1,1,1,7,1,7,7,6,7,1,7,6,1,7,1,1,1,2,6,1
204,crash-cymbals,No,Very familiar,18,2,1,2,7,3,7,7,4,7,3,6,6,2,5,4,1,2,2,4,5
211,crash-cymbals,No,Very familiar,17,1,1,2,4,1,6,5,2,5,4,7,6,3,4,1,1,1,2,3,1
218,crash-cymbals,No,Moderately familiar,17,5,1,1,7,1,6,7,7,7,1,7,6,1,6,5,1,1,5,7,3
224,crash-cymbals,No,Very familiar,18,1,1,1,7,1,7,6,6,6,1,5,6,1,5,1,1,1,5,1,5
226,crash-cymbals,No,Extremely familiar,19,4,2,3,7,2,5,7,5,7,1,7,7,1,7,1,1,1,2,6,6
227,crash-cymbals,No,Very familiar,19,1,1,1,7,1,7,7,1,6,1,7,7,1,7,1,1,1,1,1,1
231,crash-cymbals,No,Very familiar,19,1,1,1,7,1,5,7,4,7,1,5,5,1,7,1,1,1,1,2,4
233,crash-cymbals,No,Moderately familiar,18,3,1,1,7,1,6,7,5,7,1,6,6,1,6,5,1,1,1,7,3
234,crash-cymbals,No,Very familiar,17,5,1,1,7,5,7,5,4,7,1,5,7,1,5,1,1,1,1,5,2
237,crash-cymbals,No,Very familiar,18,1,1,4,6,1,7,6,3,7,1,7,7,1,7,1,1,1,1,5,1
239,crash-cymbals,No,Moderately familiar,17,1,1,1,4,1,7,5,1,5,1,6,3,2,1,2,1,1,4,4,2
1,violin,No,Very familiar,17,1,7,1,4,3,3,1,5,1,4,4,5,2,6,3,1,5,6,4,5
8,violin,No,Extremely familiar,19,1,7,1,2,5,2,1,7,1,1,7,7,4,7,1,4,1,5,7,6
11,violin,No,Moderately familiar,16,1,4,1,5,1,2,1,2,1,1,5,5,1,5,1,2,1,6,3,3
13,violin,No,Very familiar,18,1,6,6,1,1,5,1,6,1,1,1,2,1,5,4,4,2,6,4,5
14,violin,No,Moderately familiar,18,1,5,1,2,3,6,1,4,1,1,6,3,1,6,4,7,1,7,4,4
17,violin,Yes,Extremely familiar,19,1,7,4,3,1,5,1,3,1,1,4,6,1,5,1,1,1,5,3,2
18,violin,No,Very familiar,19,1,5,3,2,2,4,1,3,1,3,5,5,3,7,2,1,1,7,5,4
22,violin,No,Very familiar,16,1,7,6,3,2,4,1,5,1,2,4,2,5,6,5,6,4,5,5,4
25,violin,No,Very familiar,17,1,5,1,3,1,5,1,6,1,1,5,1,2,6,6,7,3,5,5,5
30,violin,No,Moderately familiar,17,2,5,4,3,6,4,2,4,2,3,6,5,3,5,3,3,2,4,4,4
39,violin,Yes,Extremely familiar,19,1,6,7,4,1,3,1,4,1,1,2,6,2,7,5,5,2,7,5,2
43,violin,No,Very familiar,18,1,5,1,1,1,3,1,5,1,1,2,6,1,7,1,2,3,6,4,4
45,violin,No,Very familiar,18,1,5,5,5,5,5,2,4,3,3,4,5,2,6,3,4,3,5,5,5
46,violin,Yes,Extremely familiar,19,1,6,1,6,1,1,1,7,1,1,2,5,1,5,1,1,1,7,2,2
47,violin,No,Very familiar,19,1,5,4,5,5,5,1,5,1,1,5,4,4,6,4,3,3,7,5,5
48,violin,No,Very familiar,19,1,6,1,3,1,6,2,3,1,1,4,5,4,6,5,4,2,6,5,1
51,violin,No,Extremely familiar,19,1,6,1,5,1,5,1,6,1,4,2,5,4,4,1,1,1,6,5,6
54,violin,No,Extremely familiar,19,1,6,4,7,7,7,1,5,4,6,3,7,5,5,5,6,3,6,3,6
58,violin,No,Extremely familiar,19,1,6,1,3,1,5,1,6,1,1,6,6,4,7,1,4,4,7,6,6
61,violin,No,Extremely familiar,19,1,5,4,3,1,1,1,5,1,1,3,4,1,6,1,3,3,3,5,4
69,violin,No,Extremely familiar,19,1,7,6,4,3,1,1,6,1,2,3,5,4,7,4,1,3,7,4,3
84,violin,Yes,Very familiar,19,1,5,1,4,1,4,1,7,1,3,5,7,1,7,1,1,1,7,1,7
88,violin,No,Extremely familiar,19,1,6,3,4,1,1,1,7,1,1,5,3,2,5,1,1,1,7,5,5
93,violin,No,Extremely familiar,19,1,2,5,3,1,1,1,5,1,1,3,4,5,6,5,4,1,6,5,6
97,violin,No,Moderately familiar,17,1,4,2,5,2,6,1,5,1,1,6,6,6,6,5,5,1,4,5,1
102,violin,No,Very familiar,18,1,4,4,6,5,5,2,5,3,3,4,6,5,6,2,4,1,3,2,6
103,violin,Yes,Extremely familiar,19,1,7,2,1,3,4,1,5,2,2,3,5,2,6,1,2,1,7,4,1
106,violin,No,Moderately familiar,17,1,6,5,1,2,1,4,5,2,2,1,6,1,6,3,6,2,6,5,3
108,violin,No,Very familiar,18,2,5,2,6,3,6,1,6,1,3,5,6,3,7,1,1,2,6,4,5
109,violin,No,Very familiar,18,1,4,5,4,2,5,1,7,1,1,1,6,2,1,1,1,1,6,7,6
114,violin,No,Extremely familiar,18,2,5,4,4,5,3,2,3,2,4,3,5,3,5,4,4,3,5,3,4
116,violin,No,Very familiar,18,1,6,4,6,4,4,1,5,1,5,2,5,5,7,4,2,2,7,5,7
120,violin,No,Moderately familiar,17,1,4,5,3,6,4,2,7,2,3,6,6,3,7,2,5,1,4,7,4
122,violin,No,Very familiar,19,1,6,4,5,1,3,4,6,1,1,5,5,4,7,2,2,2,5,6,6
123,violin,Yes,Extremely familiar,19,6,5,6,6,1,1,1,6,5,3,6,5,2,6,4,6,2,6,5,6
125,violin,Yes,Extremely familiar,19,1,6,2,2,1,2,2,7,2,2,1,4,2,7,3,3,1,7,7,5
131,violin,Yes,Extremely familiar,19,1,6,5,3,6,5,2,6,1,1,3,5,1,6,1,6,5,5,4,5
135,violin,No,Very familiar,18,1,3,1,2,1,2,1,3,1,5,1,3,4,3,2,2,2,4,5,1
137,violin,Yes,Extremely familiar,19,1,5,3,4,4,5,2,4,2,2,3,6,4,5,2,5,2,6,6,5
141,violin,Yes,Extremely familiar,19,1,5,5,4,2,1,2,6,2,1,6,6,3,6,2,6,2,4,4,4
145,violin,Yes,Extremely familiar,19,1,4,2,1,1,1,1,7,1,2,1,1,1,7,1,1,1,7,4,4
150,violin,No,Moderately familiar,19,2,7,6,5,1,1,1,6,1,1,6,7,6,6,5,2,4,7,6,5
151,violin,No,Extremely familiar,19,2,6,3,6,4,3,2,5,2,2,5,5,4,6,2,6,2,5,5,6
158,violin,No,Extremely familiar,19,1,5,1,5,1,5,1,6,1,1,4,6,4,6,1,5,1,7,5,2
166,violin,Yes,Extremely familiar,19,1,7,2,5,2,2,2,6,1,1,7,6,1,5,3,3,3,7,4,6
174,violin,Yes,Extremely familiar,19,1,6,1,4,2,4,3,6,1,2,6,6,3,6,2,2,3,6,4,5
175,violin,Yes,Moderately familiar,18,3,5,4,1,2,1,3,7,2,2,5,3,5,5,5,4,6,6,5,4
176,violin,No,Very familiar,17,2,5,5,3,3,3,1,6,1,4,5,6,2,6,2,6,4,6,3,6
177,violin,Yes,Extremely familiar,19,2,7,6,6,1,5,2,6,1,3,6,7,2,7,1,1,2,5,5,6
